recipe_id;name;link;ingredients;calories;fat;sodium;sugars;protein;rating;rating_count
80b5dc7a-cfd0-421b-b1a6-1dd7fb83b0a7;oldfashionedoatmeal;https://www.eatingwell.com/recipe/269639/old-fashioned-oatmeal/;1 cup water or lowfat milk, pinch of salt,  cup rolled oats, 2 tablespoons lowfat milk for serving, 1 to 2 teaspoons honey, cane sugar or brown sugar for serving, pinch of cinnamon;150;3;152;1;5;4.6;5.0
f9245913-834a-46a5-aadd-5c72cb75a9c4;strawberrychocolategreekyogurtbark;https://www.eatingwell.com/recipe/259080/strawberry-chocolate-greek-yogurt-bark/;3 cups wholemilk plain greek yogurt,  cup pure maple syrup or honey, 1 teaspoon vanilla extract, 1  cups sliced strawberries,  cup mini chocolate chips;34;1;8;4;2;4.3;20.0
287f31fb-0032-47c5-869a-5b40cd38c0f9;roastedsweetpotatoes;https://www.eatingwell.com/recipe/268936/roasted-sweet-potatoes/;1 pound sweet potatoes about 2 medium, scrubbed, 1  teaspoons olive oil,  teaspoon kosher salt,  teaspoon ground pepper;85;2;168;3;1;5.0;5.0
baaeb0b8-bac5-4ef3-88a1-d5936213bc7d;bakedbanananutoatmealcups;https://www.eatingwell.com/recipe/274166/baked-banana-nut-oatmeal-cups/;3 cups rolled oats see tip, 1  cups lowfat milk, 2 ripe bananas, mashed about 34 cup,  cup packed brown sugar, 2 large eggs, lightly beaten, 1 teaspoon baking powder, 1 teaspoon ground cinnamon, 1 teaspoon vanilla extract,  teaspoon salt,  cup toasted chopped pecans;176;6;166;11;5;4.4;59.0
16d158f0-5274-4916-8da7-47fcd716d4e2;whitewinelemoncapersauce;https://www.eatingwell.com/recipe/276377/white-wine-lemon-caper-sauce/;1 tablespoon extravirgin olive oil,  cup minced shallot about 1 medium,  cup dry white wine,  teaspoon lemon zest, 3 tablespoons lemon juice, 1 cup unsalted chicken broth plus 1 tablespoon, divided, 1 tablespoon chopped capers, 1 tablespoon chopped fresh parsley,  teaspoon salt,  teaspoon ground pepper, 1 tablespoon cornstarch, 2 tablespoons butter;47;3;116;1;1;5.0;4.0
5204dada-7b2e-4d90-add9-2a93cdcf4ddc;sunomonojapanesecucumbersalad;https://www.eatingwell.com/recipe/252108/japanese-cucumber-salad/;2 medium cucumbers, or 1 large english cucumber,  cup rice vinegar, 1 teaspoon sugar,  teaspoon salt, 2 tablespoons sesame seeds, toasted see tip;46;2;147;2;1;3.9;10.0
c0775290-fbe3-4194-9cc4-a9b10fe76b25;onepanchickenasparagusbake;https://www.eatingwell.com/recipe/278009/one-pan-chicken-asparagus-bake/;2 8ounce boneless, skinless chicken breasts, 12 ounces baby yukon gold potatoes, halved lengthwise, 8 ounces carrots, diagonally sliced into 1inch pieces, 3 tablespoons extravirgin olive oil, divided, 2 teaspoons ground coriander, divided,  teaspoon salt, divided,  teaspoon ground pepper, divided, 2 tablespoons lemon juice, 2 tablespoons chopped shallot, 1 tablespoon wholegrain dijon mustard, 2 teaspoons honey, 1 pound fresh asparagus, trimmed, 2 tablespoons chopped fresh flatleaf parsley, 1 tablespoon chopped fresh dill, lemon wedges;352;14;599;8;28;4.3;22.0
b2022a75-851a-4178-861c-edf08e440d27;mapleroastedsweetpotatoes;https://www.eatingwell.com/recipe/252258/maple-roasted-sweet-potatoes/;2  pounds sweet potatoes, peeled and cut into 1 12inch pieces,  cup pure maple syrup, 2 tablespoons butter, melted, 1 tablespoon lemon juice,  teaspoon salt, freshly ground pepper, to taste;92;2;119;9;1;4.9;18.0
5695731f-b2e7-46e6-8063-0c4e899ec860;cheesyvegetablebake;https://www.eatingwell.com/recipe/262825/cheesy-vegetable-bake/;nonstick cooking spray, 2 16 ounce packages frozen broccoli, cauliflower and carrots, thawed and rinsed see tip, 1 12 ounce can evaporated fatfree milk,  cup finely chopped onion, 2 tablespoons allpurpose flour, 2 cloves garlic, minced,  teaspoon black pepper,  cup g shredded reducedfat cheddar cheese 3 ounces,  8 ounce package reducedfat cream cheese neufchtel, cut up and softened,  23 cup g soft wholewheat breadcrumbs 1 slice, 2 tablespoons snipped fresh parsley andor snipped fresh basil optional;104;4;163;6;7;;
314b2780-50d6-4e5e-9aba-55d8e70569a0;skilletlemonchickenpotatoeswithkale;https://www.eatingwell.com/recipe/272467/skillet-lemon-chicken-potatoes-with-kale/;3 tablespoons extravirgin olive oil, divided, 1 pound boneless, skinless chicken thighs, trimmed,  teaspoon salt, divided,  teaspoon ground pepper, divided, 1 pound baby yukon gold potatoes, halved lengthwise,  cup lowsodium chicken broth, 1 large lemon, sliced and seeds removed, 4 cloves garlic, minced, 1 tablespoon chopped fresh tarragon, 6 cups baby kale;374;19;378;2;25;4.1;31.0
74d304df-ab03-4d4e-94e3-d89c3f8ba96b;onepotgarlickyshrimpspinach;https://www.eatingwell.com/recipe/269496/one-pot-garlicky-shrimp-spinach/;3 tablespoons extravirgin olive oil, divided, 6 medium cloves garlic, sliced, divided, 1 pound spinach,  teaspoon salt plus 18 teaspoon, divided, 1 tablespoon lemon juice, 1 pound shrimp 2130 count, peeled and deveined,  teaspoon crushed red pepper, 1 tablespoon finely chopped fresh parsley, 1  teaspoons lemon zest;226;12;444;1;26;4.5;21.0
28691924-9c94-4e25-acd8-e71efbd8c2ab;walnutrosemarycrustedsalmon;https://www.eatingwell.com/recipe/267223/walnut-rosemary-crusted-salmon/;2 teaspoons dijon mustard, 1 clove garlic, minced,  teaspoon lemon zest, 1 teaspoon lemon juice, 1 teaspoon chopped fresh rosemary,  teaspoon honey,  teaspoon kosher salt,  teaspoon crushed red pepper, 3 tablespoons panko breadcrumbs, 3 tablespoons finely chopped walnuts, 1 teaspoon extravirgin olive oil, 1 1 pound skinless salmon fillet, fresh or frozen, olive oil cooking spray, chopped fresh parsley and lemon wedges for garnish;222;12;256;1;24;4.8;41.0
0c7480cb-6bd9-4f62-81f1-ef54b30c3beb;pineapplegreensmoothie;https://www.eatingwell.com/recipe/251038/pineapple-green-smoothie/; cup unsweetened almond milk,  cup nonfat plain greek yogurt, 1 cup baby spinach, 1 cup frozen banana slices about 1 medium banana,  cup frozen pineapple chunks, 1 tablespoon chia seeds, 12 teaspoons pure maple syrup or honey optional;297;6;145;29;13;4.6;32.0
55f1d2c8-f4e7-4be0-8b6c-504f27306b74;easysteamedzucchini;https://www.eatingwell.com/recipe/262565/easy-steamed-zucchini/;2 pounds zucchini about 4 medium, sliced 14 inch thick;37;1;17;5;3;4.0;4.0
11b97a4d-269f-469b-814e-c2137d35e759;homemadeplaingreekyogurt;https://www.eatingwell.com/recipe/252990/homemade-plain-greek-yogurt/;4 cups nonfat or lowfat milk,  cup nonfat or lowfat plain yogurt;184;0;229;27;18;4.5;2.0
7060a9cc-6caa-41fb-a31f-497d657a8a52;bakedgarlickysalmonballs;https://www.eatingwell.com/recipe/8009586/baked-garlicky-salmon-balls/;2 6 ounce cans boneless, skinless salmon, drained, 3 tablespoons italian breadcrumbs, 1 scallion, thinly sliced, 1 large egg, lightly beaten, 1 tablespoon lowfat plain strained yogurt, such as greekstyle, 1 tablespoon minced garlic, cooking spray;138;5;339;1;19;4.6;5.0
f9b0562f-3042-4143-88b3-0c59938c52d0;lemondillchicken;https://www.eatingwell.com/recipe/252591/lemon-dill-chicken/;4 boneless, skinless chicken breasts, 11 14 pounds, salt  freshly ground pepper, to taste, 3 teaspoons extravirgin olive oil, or canola oil, divided,  cup finely chopped onion, 3 cloves garlic, minced, 1 cup reducedsodium chicken broth, 2 teaspoons flour, 2 tablespoons chopped fresh dill, divided, 1 tablespoon lemon juice;170;6;340;1;24;4.6;44.0
a07a9464-f182-43bb-9593-16c6e368a50f;sheetpanchickenfajitas;https://www.eatingwell.com/recipe/257878/sheet-pan-chicken-fajitas/;1 pound boneless, skinless chicken breasts, 2 tablespoons extravirgin olive oil, 1 tablespoon chili powder, 2 teaspoons ground cumin, 1 teaspoon garlic powder,  teaspoon salt, 1 large red bell pepper, sliced, 1 large yellow bell pepper, sliced, 2 cups sliced red or yellow onion about 1 large, 1 tablespoon lime juice, 8 corn tortillas, warmed, lime wedges, cilantro, sour cream, avocado andor pico de gallo for serving;357;12;573;5;30;4.9;28.0
1566fbfd-4208-4e1c-819c-cbecda421d89;breakfastpeanutbutterchocolatechipoatmealcakes;https://www.eatingwell.com/recipe/7991713/breakfast-peanut-butter-chocolate-chip-oatmeal-cakes/;3 cups oldfashioned rolled oats, 1  cups lowfat milk,  cup creamy natural peanut butter, divided,  cup unsweetened applesauce, 2 large eggs, lightly beaten, 3 tablespoons packed light brown sugar, 1 teaspoon baking powder, 1 teaspoon vanilla extract,  teaspoon salt,  cup mini semisweet chocolate chips;204;9;199;8;7;4.1;21.0
41b6bfe7-c809-45d4-806c-1192a038a15d;twoingredientbananapancakes;https://www.eatingwell.com/recipe/268783/two-ingredient-banana-pancakes/;2 large eggs, 1 medium banana;124;5;72;7;7;4.4;10.0
680069b2-7890-4c9b-845a-e0a5f02619d6;slowcookerchickenwhitebeanstew;https://www.eatingwell.com/recipe/269820/slow-cooker-chicken-white-bean-stew/;1 pound dried cannellini beans, soaked overnight and drained see tip, above, 6 cups unsalted chicken broth, 1 cup chopped yellow onion, 1 cup sliced carrots, 1 teaspoon finely chopped fresh rosemary, 1 4 ounce parmesan cheese rind plus 23 cup grated parmesan, divided, 2 bonein chicken breasts 1 pound each, 4 cups chopped kale, 1 tablespoon lemon juice,  teaspoon kosher salt,  teaspoon ground pepper, 2 tablespoons extravirgin olive oil,  cup flatleaf parsley leaves;493;11;518;5;44;4.3;25.0
c8e20b51-ad41-4fce-8e1e-b809acef47d2;diabetesfriendlycarrotcake;https://www.eatingwell.com/recipe/262989/diabetic-carrot-cake/;1  cups allpurpose flour,  cup flaxseed meal, 2 teaspoons baking powder, 1 teaspoon pumpkin pie spice,  teaspoon baking soda,  teaspoon salt, 3 cups finely shredded carrot about 6 medium carrots see tip, 1 cup refrigerated or frozen egg product, thawed, or 4 eggs, lightly beaten,  cup granulated sugar see tip,  cup packed brown sugar see tip,  cup canola oil, 1 coarsely shredded carrot;254;12;188;19;5;4.4;9.0
b683eef9-0cc2-47b9-ba6c-1864b4c40684;steamedbutternutsquash;https://www.eatingwell.com/recipe/261204/steamed-butternut-squash/;1 20 ounce package cubed peeled butternut squash;26;0;2;1;1;5.0;2.0
8f8b7d20-cead-476c-a12d-60ca79a8ae45;dillmustardsauce;https://www.eatingwell.com/recipe/250851/dill-mustard-sauce/;3 tablespoons dijon mustard, 1 tablespoon honey, 1 tablespoon cider vinegar, 2 tablespoons extravirgin olive oil, 1  tablespoons chopped fresh dill;40;4;73;2;;5.0;3.0
61eb0c69-af10-44ea-ba8b-d55347b623f9;breakfastlemonblueberryoatmealcakes;https://www.eatingwell.com/recipe/7964800/breakfast-lemon-blueberry-oatmeal-cakes/;3 cups oldfashioned rolled oats see tip, 1  cups lowfat milk,  cup unsweetened applesauce,  cup packed light brown sugar, 1 tablespoon grated lemon zest,  cup lemon juice, 2 large eggs, lightly beaten, 1 teaspoon baking powder, 1 teaspoon vanilla extract,  teaspoon salt, 1 cup frozen blueberries, preferably wild;134;3;163;10;5;4.4;17.0
ce7f159f-bc1e-4cfd-a5f9-b7ac1bc93781;bananabranmuffins;https://www.eatingwell.com/recipe/248768/banana-bran-muffins/;2 large eggs,  cup packed light brown sugar, 1 cup mashed ripe bananas, 2 medium, 1 cup buttermilk, see ingredient notes, 1 cup unprocessed wheat bran, see ingredient notes,  cup canola oil, 1 teaspoon vanilla extract, 1 cup wholewheat flour,  cup allpurpose flour, 1  teaspoons baking powder,  teaspoon baking soda,  teaspoon ground cinnamon,  teaspoon salt,  cup chocolate chips optional,  cup chopped walnuts optional;200;6;217;15;5;4.8;60.0
2c6cb41b-c932-4a40-8a59-802e372c5905;smokedtunaspreadcanaps;https://www.eatingwell.com/recipe/270901/smoked-tuna-spread-canapes/;3 ounces reducedfat cream cheese, softened,  cup finely chopped red onion, 2 tablespoons snipped fresh chives, divided, 2 teaspoons olive oil, 1 teaspoon reducedsodium old bay seasoning,  teaspoon worcestershire sauce,  teaspoon liquid smoke, 1 5 ounce can very lowsodium chunk white tuna, drained, 2 tablespoons diced pimiento, drained, 24 almond crackers, such as blue diamond almond thins brand,  of a 12inch english cucumber about 8 ounces, cut into 24 slices, each about 14 inch thick;112;6;160;2;7;5.0;1.0
986f7359-aebd-4d06-97eb-f8b95a1db388;roastchickensweetpotato;https://www.eatingwell.com/recipe/250549/roast-chicken-sweet-potatoes/;2 tablespoons wholegrain or dijon mustard, 2 tablespoons chopped fresh thyme or 2 teaspoons dried, 2 tablespoons extravirgin olive oil, divided,  teaspoon salt, divided,  teaspoon freshly ground pepper, divided, 1 122 pounds bonein chicken thighs, skin removed, 2 medium sweet potatoes, peeled and cut into 1inch pieces, 1 large red onion, cut into 1inch wedges;408;17;554;12;27;4.5;46.0
d5327b0a-074c-4abc-87ee-f5734725648e;peanutbutteroatenergyballs;https://www.eatingwell.com/recipe/258084/peanut-butter-oat-energy-balls/; cup chopped medjool dates,  cup rolled oats,  cup natural peanut butter, chia seeds for garnish;73;3;18;6;2;4.7;21.0
