recipe_id;username;rating;comment
2aa2a320-8182-43ac-8854-7bcb18a1da08;laurah;5;Was not expecting this to taste so good! It’s a simple sandwich but even with no added seasonings, it’s delicious. I’m flexitarian, but love that it’s vegan. I used only 2 tbsp of hummus, and I recommend using quality local bread, if possible.
2aa2a320-8182-43ac-8854-7bcb18a1da08;ronhebert;5;Amazing Sandwich. I've been wanting it again, since Monday. So tasty and filling!
2aa2a320-8182-43ac-8854-7bcb18a1da08;patriciabaughman;5;Delicious and easy. I used organic multigrain sandwich bread from Whole Foods, and filled with salad, grated carrots and black olives. I sprinkled lemon juice and Trader Joe’s Chili Lime Seasoning on the avocado. Even 12 year old grandson loves this sandwich.
2aa2a320-8182-43ac-8854-7bcb18a1da08;mandystout;4;This recipe was tasty and super simple to make. I cut it up to make it look like a club sandwich and it make a beautiful photo!
2aa2a320-8182-43ac-8854-7bcb18a1da08;op4dave;5;Delicious
2aa2a320-8182-43ac-8854-7bcb18a1da08;joyc21;5;This sandwich was a hit and so easy to make using whatever you have on hand. I used just 2 tbsp. of hummus and loaded up on the veggies. I also used red and green bell pepper and roasted them in the oven along with some onions. This was one of the best sandwiches I've ever had and I didn't miss the meat.
2aa2a320-8182-43ac-8854-7bcb18a1da08;joyceeddy;5;If you make the sandwich with Ezekiel's sprouted whole wheat bread (160 calories for two slices) , King's Harvest plain hummus (3 Tablespoons = 1.3 ounces= 80 calories) and 1/4 of a medium Hass avocado (50 calories) , you are at 290 calories. The rest is just low calorie vegetables. A yummy and filling lunch.
2aa2a320-8182-43ac-8854-7bcb18a1da08;carlabenedict;5;This is an easy sandwich to make. Very tasty.
2aa2a320-8182-43ac-8854-7bcb18a1da08;victoriaseavermsrd;5;This recipe is so simple and so delish. It's easy to throw together, using whatever mix of veggies I have on hand.
2aa2a320-8182-43ac-8854-7bcb18a1da08;lisavalente;5;Love the concept of this sandwich. I sometimes add cheese and usually mix of the vegetables with what I have on hand. Today it was tomatoes, greens and carrots.
2aa2a320-8182-43ac-8854-7bcb18a1da08;penelopewall;5;Yum, love this lunch idea as a veggie-packed alternative to salad
aa472bb2-3591-4c38-a248-9a53173af83f;trishajinishshah;4;Nice recipe
aa472bb2-3591-4c38-a248-9a53173af83f;penelopewall;5;I love honeynut squash and this is my favorite recipe to make with them. It’s so simple but so good. I like to switch it up and add cardamom. I’ve also made with olive oil instead of butter and that’s great too. I like to baste a little bit halfway through using the melted butter that’s pooled in the squash.
aa472bb2-3591-4c38-a248-9a53173af83f;sarahbirnie;5;A warming and comforting recipe for the Thanksgiving table! Will definitely be serving this!
aa472bb2-3591-4c38-a248-9a53173af83f;chandnimanakchand;5;Definitely trying it!
aa472bb2-3591-4c38-a248-9a53173af83f;ursula;5;This recipe for honey nut squash can be summed up in one word: outstanding! This is the first time my husband and I have ever eaten it and it definitely won’t be our last! So easy to make and absolutely delicious!
98488b8d-fbc7-4b09-84f5-14a419b35345;yepytzme;1;"Qestion: ""2 scallions, white and light green parts only""? What other parts are there?"
98488b8d-fbc7-4b09-84f5-14a419b35345;ronna;5;My friend made this first, and shared the recipe, and the Korean chili powder with me. Where we live, the powder is easy to get, but only comes in big 1 kilo bags! I quadrupled the recipe, and added diced daikon for more crunch and texture. Very easy to make with a huge flavour return!
98488b8d-fbc7-4b09-84f5-14a419b35345;jkim281;2;"""Fish Sauce"" from different countries taste different. Using Thai Fish sauce makes this dish taste off... A LOT. If you can't get Korean fish sauce, then I would leave it out or not bother making this dish. If you like Chinese food made by Mexicans or Mexican food made by Chinese I guess it's okay."
98488b8d-fbc7-4b09-84f5-14a419b35345;gustave;4;I and my cohorts at work eat a ton of kimchi (quick and easy) so I made a 10X batch. I used 2X the spice, 1.5X the fresh ginger, and added freshly peeled daikon radish cut into thin matchsticks for some further bite as cucumber kimchi is normally quite mild...so in a sense I used the cocktail I used for when I am making cabbage kimchi. Additionally I peeled (understanding that takes away some of the nutrients) and cut the cucumber into thicker smaller uniform pieces. As a kimchi aficionado who makes it often I and the guys really enjoyed this recipe, just needed to add a little more punch.
98488b8d-fbc7-4b09-84f5-14a419b35345;laynedawnwashington;4;I have not yet made this but could I add tomatoes to this?
98488b8d-fbc7-4b09-84f5-14a419b35345;catherinecarrlewis;5;wonderful! So glad to find this recipe. It takes me back to my days in Korea. So easy to prepare...a wonderful, healthy dish by itself or paired with most any grilled meat. Thanks for sharing! (PS I used Korean Garlic Chili Paste as that's what I have on hand) Pros: Easy, Healthy, Delicious!
98488b8d-fbc7-4b09-84f5-14a419b35345;eatingwelluser;5;Very good recipe. Nice side dish with fish & rice. Will definitely go back to this recipe again and again.
98488b8d-fbc7-4b09-84f5-14a419b35345;carswellrandy;5;I've made kimchi a couple of times. We love it. But, this kimchi is the easiest and among the most flavorful I've tried. The cucumber retains it's crunch and the flavor is phenomenal. My only complaint is the batch was small. The next time I make it (this weekend after hitting the farmer's market for good local cumcumber) I'll likely triple or quadruple the recipe. Outstanding!
4912deeb-8e78-4729-ba80-4cbffb029ec4;marsha;5;I will definitely be making this again!! Simple and easy. My family loved it!!!
4912deeb-8e78-4729-ba80-4cbffb029ec4;lindaburns;5;This is my go-to Thanksgiving side. I make it every year. It's absolutely delicious. Also, bonus, you can make it ahead of time and it takes just a few minutes to finish on the stove. This is an Alice Waters recipe so you know it's great!
4912deeb-8e78-4729-ba80-4cbffb029ec4;rivermistchris;5;The only thing I did different was to steam my brussel sprouts rather than boil them. I also let them brown a little. This was a side dish for salmon and german potato salad. YUM! Everyone at the table loved this!
4912deeb-8e78-4729-ba80-4cbffb029ec4;jgardiner12;5;i didnt add herbs but added sliced button mushrooms -so yummy i used red onions,sliced button mushrooms, 2 cups br/sprouts,and chopped bacon, a little oil. boiled briefly brs/sprouts and added to other ingredients ,cooked for short time. yummyPros: easy, and delicious
4912deeb-8e78-4729-ba80-4cbffb029ec4;carynrybs;5;Wonderul flavor and texture Loved it! Made a half recipe as a practice run last night and served with a roasted chicken. Used Applewood bacon from BB which was not too greasy so I just left the drippings in the pan, omitted the olive oil and used thyme for the herb and the lemon juice. Even my 11 mth old Zach ate it happily.
4912deeb-8e78-4729-ba80-4cbffb029ec4;eatingwelluser;5;This recipe is the best I've ever had with Brussel Sprouts. It is to die for. I had it at a friends home for Thanksgiving. I am making it today for my family. I will always make this recipe for Thanksgiving. Thank you!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;ruthmarie;4;We really liked this recipe because it was full of flavor! It was too spicy for us though even though I only put in 1/4 of a serrano pepper (cut the recipe in half). We made it easier on us wimps by stirring in some low-fat Greek yogurt. We also stirred in the turmeric cauliflower side dish and just ate it all together! Yummy!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;novicec00k;5;This recipe was AMAZING! I added more garlic than was called for and a bit more turmeric, cumin, and coriander, and subbed jalapeño for Serrano. Served it to two other people and they RAVED about it. Served about four. Was lovely and amazing. 10/10 would make again.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;swarnaduttagupta;1;"In indian cooking this recipe needs to be meticulous. The Gayle people from the state of Unjab, which gro×s and exports most the largest amount by wheat, probably make the BEST chole nd bhature. ( fluffy half , half the size if a small Mexican taco flash-fied in oil. Throwing in all known imaginable spices in the reportoie of the multitude again an Indian pantry "" far from maketh even a shade of thee infamous chhole"". Check out why I claim so. Chef Ranveer Brar's infamous recipe should explain it all. Apologies for any inadvertent/ unintentionally implied innuendo in this monologs if mine. I would, pardon me , rate it at a 4 /10. I live t I eat and watch whT I eat. Garbanzo/chickpeas are ebtremely nutritious... I will refrain anymore scathing comments. Please ....I am probably flawed in my observation...but what else would you expect from an Indian? Thank yiu for you post."
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;marcb;5;It was great!! Made a mistake and added 2 tsp of turmeric. Added a little bitterness but I offset that by stirring in a cup of frozen green peas. Will do the exact same next time I make it.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;kaywakeham;3;I found this recipe to be a bit overwhelming with the spices. I like spicy food so I made some adjustments to the leftovers. I took about 1/2 cup of the chickpeas and tomato mixture and put it in a blender with a little bit of vegetable broth to make a paste. I then mixed it back into the rest and simmered it for another 15-20 minutes. This really smoothed out the flavors. Then I made some brown rice and put the chickpeas and tomato mixture over it. That was the answer. It really needed a base. I am now happy with the taste.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;victoriawillard;5;I did exactly as another reviewer said, skipped the serano and replaced it with jalapeño. I also used olive oil for a more nutritional dish. It was absolutely delicious!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;samanthasink;5;This was so easy and so tasty! Im putting it in my recipe book.It took me longer than the promised 15 minutes but most recipes take me much longer anyway. I didn’t have garam masala so I used black pepper, cloves, cardamom, nutmeg, and allspice. I used a jalapeño instead of a Serrano.I thought the chickpeas needed more flavor so I simmered it at the end for about 20 minutes.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;novelnerd;5;Oh my goodness. This was SO good! I made some minor modifications to boost my veggie intake. After adding the tomatoes and letting them get up to simmer, I stirred in a healthy portion of cauliflower florets cut into bite-size pieces. I covered it and let it simmer, stirring occasionally, until the cauliflower was almost tender. I added in the chickpeas and a big handful of spinach, covered it again, and let it cook just a couple minutes more, until the spinach was wilted and the cauliflower was done. It made the portions (and fiber content) even heartier without adding many calories. Many days I eat it straight, but sometimes I spoon it into a high-fiber wrap. SO, so good!!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;clairekillian;5;super good! my family liked it :) i am not a fan of spicy food so next time we make it i will def only add half or 1/3 of the serrano pepper! it is a new fan favorite in the house and one of the first recipes i made by myself. super cool !
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;morningchild;5;Made it as is (except substituted extra cumin for coriander since I didn't have any) and it was FABULOUS! I did remove the seeds from the serrano pepper and will leave them in next time for a kick. (I also now have coriander so am prepared for the next time) Served over brown rice and ate it two nights in a row - we both loved it - outstanding recipe!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;cherylterdina;5;We loved this recipe! I skipped the pepper because I can’t handle too much spice and it was still delicious. I had some leftover butternut squash so I cubed it and added it to the dish which worked out fine. I served the curry over rice and made some naan on the side and it was so good.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;esophagusteer;4;Liked It
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;abigailheiser;5;This recipe was delicious! I added some cauliflower roasted with garam masala and half a bunch of kale for a few more veggies, and it worked beautifully. Served it over cilantro lime rice. Super filling and keeps really well.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;mkeissler;5;Really delicious. Easy with a food processor. My market didn’t have Serrano chili’s so I used jalapeños. I’m looking forward to eating leftovers!!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;lynbrooks;5;This was awesome. Used two Jalapenos instead of the recommended peppers. Added whole cardamom pods. Doubled the spices. Even better the next day!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;mercedesfreeborn;4;This is the first time I make the recipe and the first time I cook with chickpeas. It was not too salty for me (as others said) but the only thing is the chickpeas are really hard and I ended up letting simmer for much longer. I even cooked the chickpeas before for about 20 minutes and they were still super hard so I will try soaking them for next time. The taste is fantastic and I will definitely make again soon. I don't have a food processor so I used a grater for the ginger and a garlic press for the garlic and chopped the onion pretty small. I also used crushed tomatoes and added in some fresh ones. Overall delicious but soak your chickpeas!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;alyssamorales;4;A very filling dish. If you have the time I highly recommend using dry chickpeas and doing a soak and long cook before adding them into the mixture in the last step. I'm not a fan of slimy chickpeas from a can, and I think it made the dish so much better. I ate it the curry in a flatbread with quinoa. Was a little spicy! Maybe next time I'll remove the seeds from the pepper.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;hullomel;5;Excellent recipe. Quick, easy, and yummy. I used a jalapeño pepper as the store didn’t have Serrano peppers. I also added a teaspoon of curry powder at others’ suggestions. And I added spinach. Served it over white basmati rice.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;miren;4;It was pretty good but I doubled the cumin and salt
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;elizabeth;5;Easy to make, low calorie and delicious. Really good.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;tiffany;5;This was really terrific! Like others recommended, I did add some curry powder and unfortunately had to use powdered ginger because I forgot to pick up a fresh ginger root. I also like my dishes extremely spicy, so I used far more Serrano than was called for, and still added hot sauce to my own serving at the end! All the same, it was really delicious and we will definitely make it again. I sent the recipe to our daughter in college because it was quick and easy but still had bold flavors without a lot of work. A winner!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;tannis;5;This was a really nice dish. I did add a teaspoon of curry powder as one of the reviewers suggested and it added that bit of kick so I suggest this. I made everything else in this dish as stated and did not find it too salty at all. This is a great healthy little dish. The key here is to use top quality Indian spices. I do a lot of Indian cooking and the spices are paramount to producing a good dish.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;bethpedersen;4;Found this recipe via the 7 day vegan meal plan. It's on the menu for lunch today. I used 1 can tomatoes and 4 fresh tomatoes which I blended. I also added 2 carrots, 2 celery sticks and half a red bell pepper. I thought it was possibly over spiced when tasting it, so I added a little coconut milk powder to tone things down. It's pretty good! Thank you so much!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;richhansonma;5;I split the recipe in half with no salt added tomatoes and no salt Garam Marsala. This recipe did not need any salt and I also added one diced and cooked chicken breast. I have never written a review of any recipe and what I like the most is this is a great bones recipe. Just keep adding the vegetables you like. Made brown rice with ginger and the other half of the pepper and half tsp of the garam spice and some steamed cut up asparagus. Now the rice has flavor that will not kill the spices in the curry. Great new low cholesterol recipe.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;discodave;3;Alright so i tried this recipe multiple times. First time i tried it i didn't have the ground marsala so i used some local brand of curry u can find. Also i didn't have any of the low sodiuom diced tomatoes. And followed the recipe thereafter.... Omg it was soooo salty. So the second time i tried it i had it i had all the ingredients. I was so disappointed because it was still too salty. Since i don't eat meat or any type of white carbs. I give this a 3 only because if u try it alone you'll have my pproblems. But maybe over a bed of rice or some kind of pasta i hink you'll be ok.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;ericbernardreiman;5;First time reviewer! I was feeling under the weather today, and as a vegetarian and lover of Indian food, I have always loved chickpeas and curries. So I searched today for something that was manageable that I could make without going to the store so I picked this! It was incredible. I made 2 changes though, because I like a little more kick. With the tomatoes and salt step, I added a teaspoon of curry powder. Also, I simmered a bit longer at the end because most recipes I have found have been around the 10 minute mark. It was superb. Thank you!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;mintintoli1;5;I really enjoyed this! There is a slightly bitter aftertaste, but I’m not sure of the source (maybe because I used 1 cup of diced tomatoes with jalapeño and cilantro). Regardless, it tastes impressive for how little effort was involved! Would definitely try again and also incorporate spinach as suggested by another reviewer.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;cindyo;5;O mah gawd, this was so good! I thought the spices would be overpowering, but it was lovely, and I'll be making this again soon!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;kristina;5;*Note* remove the seeds from the pepper. I did not know to do that (might be obvious to others but, it wasn't for me). I absolutely loved despite how very hot it was. I will definitely make again.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;texastoque;4;I made this for lunch today. It was flavorful, and quick to make. Added a half bag of frozen spinach for a little more substance, and color. Served it with brown rice
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;rachellydia;5;Simply delicious! I will make this once a week! My whole family loved it.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;mindykoo;5;I loved this dish! My husband doesn't like when I do vegetarian dinners, but he really enjoyed this, and even went back for seconds. I didn't have serrano peppers, or cilantro on hand. I added some red pepper flakes at the end, and it gave it the little kick it needed. Will definitely be trying this again with the ingredients I was missing the first time around!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;sharminsampat;5;Super easy and always love chole. I always add amchur (dried mango powder) as an extra spice to my chole. But this is a great alternative when I am out of it!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;tea4two;5;This was fantastic! Only change I made was to add the entire can of tomatoes. It wasn't very spicy. It only served 5 (I used a measuring cup to portion out). I served over rice and made roasted cauliflower to go along with it. I will make this again.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;verabentley;5;ive just finished making this for dinner tonite, its really yummy! i left out the original pepper & just added some chilli flakes at the end, yep, it needed 'something'. il do it again!
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;shaifulborhan;5;Just to add, if you can get your hands on some fresh curry leaves, this dish would be even the bomb in terms of aromatics.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;monica;5;I love Indian food. This recipe is easy to make and was delicous. I used 1 tsp.of dry ginger since I did not have fresh ginger on hand. Served the dish on top of basmati rice. My husband lioved the dish.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;chuck;5;Wow...really easy and really tasty! I was a bit worried about how spicy it would be...but it wasn't to bad. Although I did remove the seeds and ribs from the pepper before I made it. Still this was really good. Might work for a 'dip' as well...I used a tortilla chip for a taste while it was still hot...yummy! Definitely going to make this again.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;rebecca;5;My family loved this I was concerned about spice level and deseeded the serrano pepper which definitely brought the spicy down but not the flavor. Also to bulk the meal up I added a bag of Boca Veggie Ground Crumbles and served over Jasmine rice. Our family talked and decided to add a second serrano pepper next time as we would enjoy the spice level being kicked up a notch.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;dacook;1;Waaay too spicy hot! We put sour cream on it to cool it down and it still wasn't edible. I think the serrano pepper could be replaced with red pepper flakes or keep it out completely. It also needed a little something to cut the abundant tomato taste, like green peas, beans, kale, or spinach.
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;happyluckyblessed;5;Deeeelicious! This was my first time making any curry dish from scratch because I've always been intimidated but this dish is SO easy and tasty! Can use it as a side dish for main dishes or eat it by itself with pita chips for lunch. Very healthy!!! Love love love it! Made the recipe exactly as directed -- the only suggestion I have is to let it simmer a bit longer to let the flavors marinate -- Thank you so much for posting -- I just subscribed :) :)
6e0f2ef1-8bd6-4f7f-9fda-962cc7ea374d;penelopewall;5;My whole family (small children included) LOVED this. It definitely helps to have everything prepped and ready to go before you start cooking. I did not have the pepper so made without and it tasted great. The ginger added plenty of spice.
4d3c1620-1dfd-4652-8194-b0de3c434680;romeoromeo;4;Simple recipe. I cut the sugar down though, I only use 2 tsp. But I’m making this as 2 servings not 5. I use 72 g of oats and 2 tsp sugar, dash of salt, i add vanilla powder, I use 1.1 c of ripple for extra protein. I add mixed frozen fruit as well. The calories goes up to about 234 ps. This has to sit overnight and could be warmed up later if you want, but I don’t mind it cold. I don’t really like overnight oats, but this recipe is pretty good, plus filling! Protein is about 19.2g for 2, so 9.6 for one serving, you can also add peanut butter for extra protein, or protein powder. If you don’t like certain things about the recipe just cut it or add something else, make it your own. The blueberry overnight oats recipe from EW is good too.-Adding salt to a sweet recipe could balance a recipe out, so i would not skip it, unless you have a condition. That being said 1/2 tsp of salt does seem like a lot even for 5 servings, so adjust it to your liking or just leave it out.
4d3c1620-1dfd-4652-8194-b0de3c434680;attackeruser;5;Nice!!
4d3c1620-1dfd-4652-8194-b0de3c434680;brian;5;Exceeded my expectations! This is definitely going in to my morning breakfast rotations.
4d3c1620-1dfd-4652-8194-b0de3c434680;shalenaali;2;I used 1 tbsp sugar and 1 tsp vanilla extract. I used a combination of soy milk and almond milk. Had some of it right away. Was not very impressed. Maybe it will taste better tomorrow. The oats were soft enough.
4d3c1620-1dfd-4652-8194-b0de3c434680;suzngw;5;This was my first attempt at making overnight oats, I was skeptical not knowing if I would like the oatmeal cold. To my surprise it is absolutely delicious! I did use almond milk, splenda brown sugar and I also used 1 TBS of homemade vanilla (I love my homemade vanilla, no bitterness at all)! I do believe this will encourage me to eat a healthy breakfast now, as I have not been a breakfast person in the past. Thank you so much for this recipe, next time I will add some protein powder. =))
4d3c1620-1dfd-4652-8194-b0de3c434680;terryingramduff;5;Why not use dairy?
4d3c1620-1dfd-4652-8194-b0de3c434680;laura;5;This was delicious. I'm not a fan of hot cereal so this was perfect for me. I did use a bit extra salt and cinnamon after I initially tasted it, but that's just my preference. Next time I will add some chopped apples or banana. I used almond milk.
4d3c1620-1dfd-4652-8194-b0de3c434680;phambrook60;3;This tasted raw and so we microwaved it for one and a half minutes. A quick stir and it was a tolerable breakfast, but not the one I was hoping for.
4d3c1620-1dfd-4652-8194-b0de3c434680;sanbaralauraa;5;This is amazing
4d3c1620-1dfd-4652-8194-b0de3c434680;midnightflame2;2;This recipe was okay. After putting it together, it smelled delicious, but when eating it, it was bitter. I think this was due to the vanilla extract— since the oats are never cooked, the raw vanilla is too intense. I made it a second time with just a splash of vanilla and it was better, but still a bit bitter. Since the vanilla is really the only thing that gives this flavor besides the cinnamon, I think it would be very bland without any vanilla, but I don’t plan to make it again.
4d3c1620-1dfd-4652-8194-b0de3c434680;ipoems;5;"My husband has skipped breakfast for fifty years, until now! I make these up on Sunday night and he's good to go for the work-week. I use only 4 tsp of brown sugar and he sprinkles a tablespoon of slivered almonds on top after heating. I reuse the 8 oz glass jars ""better than bouillon"" comes in and they work great for 5 individual servings."
4d3c1620-1dfd-4652-8194-b0de3c434680;karenc;5;Such an easy recipe! I added protein powder too. It was a little too sweet with the vanilla extract so I’d skip that in the future.
4d3c1620-1dfd-4652-8194-b0de3c434680;heather;5;I will be making this recipe on a regular basis. Instead of 8 tsp of brown sugar I used 4 tsp brown sugar and 4 tsp stevia. Topped with blueberries and a sprinkle of walnuts or pecans. Delicious!
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;christinemerlino;4;"I liked this soup ...basically because it was low sodium. it IS low sodium because the ""only thing from a can is the canntillo beans...Thats why this is a ""soup to help lose weight/heart healthy too.In reading all these reviews""people are writing ""I substituted ""canned this, canned that""...Well guess what???? this soup is no longer healthy due to all the salt in canned products!...Is it ""really so HARD to cut up a few veggies???"
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;cebon;5;I really liked this recipe, and substituted a leek for the onion, red bell peppers for the green beans, one can of garbanzo beans for the cannoli beans, and canned dice roasted tomatoes for the Romas. I also added a can of roasted green chili and tripled the garlic, because I really love both! I've not topped a soup with pesto before, and feel like it's okay...I think it's the pesto I tried with a different Brand, I'm sure it would be great! Overall, a really nice, straightforward and easy veggie soup recipe!
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;evi;5;I have followed the recipe for this soup it has turned out delicious! Will definitely make it again - a really nice healthy soup, and all I add is a dollop of nice Pesto.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;quintanakelley;5;This was sooo good! So simple, yet so flavorful.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;renerich;4;Too funny! I made it today and we all liked it very much. My husband makes pesto all the time so we used it on top. I’ve added it to our monthly rotation as it’s easy and tasty. And then you sent the email tonight. I picked the right day apparently!!
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;islandsteph;5;I love soups. They are my comfort food and I love making large batches to freeze. Here is what I changed 4cups of chicken stock and 4cups of water. I also used no salt added Garlic & Herb seasoning to taste. I felt that this gave it a bit of flavor. I also added 4tsp of red wine vinegar for extra zing. I doubled most of the veggies. Looking forward to future batches where I’ll be throwing extra veggies and cabbage into the soup. Do not forget the pesto. It was perfection.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;cathylutz;5;This soup was delicious. I used a carton of organic chicken bone broth and a carton of vegan protein broth. The soup had a little crunch from the veggies, great flavor, and the spoon of pesto was so good. This recipe is a keeper. Will definitely make it again.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;darryconner;2;It was rather watery and bland. I followed the recipe exactly. The green beans were too crunchy for my taste.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;sscottbh;5;Followed recipe, flavorful, hearty tasting soup, going into regular rotation at my house. Almost tried the slow cooker version of this recipe and am so glad one of the reviewers there made reference to this one. Mistakenly added vinegar by TB instead of tsp, no problem. Flavor was good with and without the pesto. Thank you for a great, healthy, tasty soup.
a04fc44e-a8f9-4066-8d17-6a2734fc9e0f;jilly;5;Tasty, satisfying and easy. Used spinach because I didn't have kale and some canned diced tomatoes. Love the fresh geeen beans. I sauteed per the directions but then put everything else in crockpot for couple hours on low.
