recipe_id;username;rating;comment
53488272-b1b2-4e33-a82c-6bbe5045e0ab;cgreco;5;I wanted to use up the ingredients this called for and was skeptical but this was delicious :) Used spinach instead of kale.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;alasinisellesin;3;The recipe was okay. Kind of bland so I added more seasoning-garlic powder and onion powder-and dry. I feel like it’s missing a sauce to go with it and perhaps another starch such as a tortilla. Or probably an acidity note to help enhance it-so squeeze some lemon or lime at the end (I didn’t think about this because I was so hungry). Just some suggestions.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;jesscoplans;5;This was very yummy! My husband added garlic salt to the potatoes and it all had nice flavors and textures. Sort of felt like breakfast for dinner-I wonder how it would be with scrambled eggs on top?
53488272-b1b2-4e33-a82c-6bbe5045e0ab;tammy;5;Couple extra steps that defeats quick weeknight meal, but worth it. Browned flat iron steak (on sale) instead of ground beef, remove from pan, tent & let rest before slicing thin strips. Keeping browned bits in pan, Sautéed peppers & onions, (did not add garlic yet) remove veggies from pan. Added 2 tsp oil to pan, sautéed sliced mushrooms & one cubed zucchini. Removed veggies from pan, added splash of olive oil, 1 TBS tomato paste w/2-3 tsp Italian seasoning, heat for approx 2 min on low heat stirring constantly. Stir in garlic approx 30 seconds, add 1/4 cup red wine. Reduce for approx 2-3 minutes stirring constantly then added all ingredients back to pan including juices from meat, salt & black pepper to taste, simmer on low stirring occasionally 5-10 minutes. Added fresh spinach the last couple minutes.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;matts;3;Like several others, I thought the recipe is missing something. But it is hard to pin down what. I added sweet paprika. That helped. Then I added some Adobo powder. That helped a lot more. But, until I figure out what this really needs I am not likely to make it again.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;harini9624;5;Hi, this recipe looks so yummy and colourful. Thanks for the recipe.byhttps://www.hariniskitchen.com/
53488272-b1b2-4e33-a82c-6bbe5045e0ab;amiesawyer;5;Was so good! My whole family raved about it!! Added my own spin with a can of cream of mushrooms and topped with an egg. Also used some previous comments and added some Worcester sauce and balsamic vinegar. My only regret was I didn't make more!
53488272-b1b2-4e33-a82c-6bbe5045e0ab;robinnaviaskyredding;4;This is good, and I'm always looking for a way to use kale. It just needs something--that unami taste? I added a splash of Worcestershire sauce, but it still wasn't right. Then a splash of balsamic vinegar. That helped. I would make it again, but probably add some balsamic vinegar.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;austindaily123;5;Tasted great, easily clean up, good protein intake. 10/10 I'll make it again.
53488272-b1b2-4e33-a82c-6bbe5045e0ab;alisonrodriguez212;5;This was a delicious & easy recipe. Perfect for a quick week night meal.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;timrisenhoover;5;Love this as written, but since this is the internet I did make a couple of modifications. These modifications were to lower the calories. First, used 90% lean bison meat. Then only one cup of whole wheat elbow macaroni. Also skipped the olive oil and just cooked the onion with the bison. I added a jalapeño pepper and a bit of Tabasco and loved it.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;marisa;5;I wonder if anyone has added kidney, pinto, or cannelloni beans??
cefa2dea-fa7f-495e-82a1-715fdd5163b3;kristina;5;I been making this for years. It's my comfort food of choice. I use wheat elbows, low sodium broth, unsalted petite tomato and sauce, garlic, paprika, pepper, Italian seasoning, corn, onion, olive oil, and lean ground turkey. Dash of parmesan cheese.Someone suggested olives! I'm going to try adding that next. Maybe sub the corn. Either way, healthy and fulfilling
cefa2dea-fa7f-495e-82a1-715fdd5163b3;deannafortney;5;Stuck to this recipe almost completely and my family loved it. I did precook the noodles separately because I was concerned they would not cook and take all the liquid. They were al dente and I mixed them in and they came out great. This will be a regular go to as it was a quick meal to make
cefa2dea-fa7f-495e-82a1-715fdd5163b3;judygoldin;3;I haven't made this yet but it looks delicious. Can you tell me what tomato sauce is in British English. To me it's ketchup? Could somebody answer me 🙏 please?
cefa2dea-fa7f-495e-82a1-715fdd5163b3;susan;4;My Mom made something similar growing up. I'm not sure where to make this comment, but I would love it if @eatingwell would add a 'notes' section to your recipes so we can make notes of any changes we make to the recipes. Thank you!
cefa2dea-fa7f-495e-82a1-715fdd5163b3;sooooobored;5;It was a hit! I substituted crushed tomatoes for the other tomato ingredients.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;mschristine51;1;"My mother made ""American goulash "" for 60 years and I've made it the last 40 years also and it NEVER contains Italian seasoning. Unfortunately you have misrepresented this recipe. Savory ingredients are used in the American version of goulash NOT Italian."
cefa2dea-fa7f-495e-82a1-715fdd5163b3;dftaylor;5;So easy to make and was very tasty! I made a couple of minor changes - 1 tsp. paprika, no italian seasoning (not a fan), and added about 1/4 cup of ketchup (my mom always used ketchup when I was growing up). I love that you cook the noodles in the same pan. My husband and I both had two helpings!
cefa2dea-fa7f-495e-82a1-715fdd5163b3;iamdatsechic;4;I followed this recipe to a T. Came out as expected but using the unsalted dice tomatoes and unsalted tomato sauce made it a bit bland. I might change it up by using Italian diced tomatoes and low sodium tomato sauce. The elbow macaroni works fine but maybe penne would be better otherwise a great recipe
cefa2dea-fa7f-495e-82a1-715fdd5163b3;pradeepmandgaonkar;5;I will definitely try it it looks sooo tasty 😋
cefa2dea-fa7f-495e-82a1-715fdd5163b3;pparker01967;5;I've been making this dish for 35 years and before that, eating my Mom's version. I have to say, this is pretty spot on. I like it. I don't like paprika though. So I will omit that. Just my taste.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;pamelataylor;5;I’m making this as we speak . I like another poster use a whole can of tomato sauce. I’m going to use rotini pasta cooked separately instead of elbow because sauce adheres to it better. Smells delicious.Fresh basil for a garnish is very tasty with tomato recipes.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;lv2cook4;5;This meal was easy to make and a hit with the family! I used penne and it could have cooked longer and use more broth. Other than that, will make again!
cefa2dea-fa7f-495e-82a1-715fdd5163b3;candyo;5;Thank you! This is it. Tastes exactly like the Goulash my mom made when I was a kid. Unfortunately, she couldn’t even remember the dish she made and that my sisters and I loved. Only change I made was to use a 14 oz can of tomato sauce as I always want to use an entire open can of just about anything. My girls loved it, too. I can’t wait to make it again!
cefa2dea-fa7f-495e-82a1-715fdd5163b3;yumfood;5;Easy family meal. Used Rotel tomatoes. Kids loved it. A high end hamburger helper.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;kelly;5;Didn't make any changes. But used half Hungarian sharp and Hungarian sweet paprika. Really tasty and easy to make. I love one pot meals. Will definitely make again.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;lhinestx;5;This is a frequent family dinner. It’s easy and healthy. I use ground chicken. Very nourishing and the whole family likes.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;leavis;5;Delicious recipe. My innovations included penne pasta made from millet to add protein and ground chicken instead of ground beef. Also ditched the salt. An easy substitution for Italian seasoning - 1 tsp each dried thyme, oregano, basil leaves. And lastly I added some crushed red pepper.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;migizi;5;In New England we called it American Chop Suey
cefa2dea-fa7f-495e-82a1-715fdd5163b3;cherryalbinopeters;5;I did not make any changes. It's tasty
cefa2dea-fa7f-495e-82a1-715fdd5163b3;kris;4;It's a good recipe but I'd never call it goulash. That's something else entirely, according to my German grandmother. This is what we called a homemade version of hamburger helper and we had it a lot and loved it.
cefa2dea-fa7f-495e-82a1-715fdd5163b3;willaburney;4;This recipe turned out well for me. I used the fire-roasted diced tomatoes for a bit of extra flavor, and white pepper instead of black, as that is my preference. It did have kind of a sweet flavor to it, and I would have liked it to be more savory. Looking at the ingredients, I'm not sure how that came to be. Overall, a hearty, satisfying dish.
d49f02e7-a886-4a8c-b92d-75a85188f92e;girlofthewest;4;This was a decent recipe. Here's how I would improve it though:1) Cook it a little longer, simmer for another 30 minutes to get those flavors mixing.2) Add 16 drops Melinda xxxtra hot habenero sauce to the pot.3) If your not cooking this as a vegan dish, fry up a couple sunny side eggs in a quick spray of oil and top them in the bowls before serving they add protein and a bit of richness to the dish to thicken it up a bit.Otherwise, pretty good.
d49f02e7-a886-4a8c-b92d-75a85188f92e;imladyred;5;I like sweet potatoes with lots of calories (butter, brown sugar, honey, etc.) so I wasn’t sure how I’d like them mixed with all the savory/spicy ingredients. But I was very, very surprised at how fantastic everything came together. I’m not vegan, but at least once in a while, I will be!
d49f02e7-a886-4a8c-b92d-75a85188f92e;michelleburton;5;I made this chili today. I wanted that fire-roasted taste, but was out of fire-roasted tomatoes, so I added a tablespoon of fire-roasted fajita cooking and seasoning blend by Spice World. Delicious!
d49f02e7-a886-4a8c-b92d-75a85188f92e;suekohlert;5;We had a chili cook-off at work. I made a traditional chili but wanted to make something for my vegan coworkers and chose this. I hadn't planned to enter it in the contest but did on a whim - why not? Guess what? It won!!! I highly recommend this. You won't even miss the meat!
d49f02e7-a886-4a8c-b92d-75a85188f92e;desertcat76;4;It was delicious and super-easy to make. We used frozen sweet potatoes and those tasted great. The only problem was that I accidentally put 4 tbsp chili powder in there. Eeek! My mouth is on fire and we ate 30+ min ago. Just watch your measurements and you'll be fine. Enjoy!
d49f02e7-a886-4a8c-b92d-75a85188f92e;erickd;5;This is an absolutely delicious chili recipe. I found it while looking for recipes my vegetarian daughter would enjoy, and it became a huge hit for the whole family. We now make it at least once a month.
d49f02e7-a886-4a8c-b92d-75a85188f92e;janineharder;5;I don’t like chili much so I cut chili powder and cumin in half. Added tsp cinnamon. Really delicious!
d49f02e7-a886-4a8c-b92d-75a85188f92e;kamilahkent;5;I really enjoyed this recipe. I subbed sweet potatoes for butternut squash and added beef + Italian sausage. I also added some freshly chopped kale for some more nutrition. It was soooo good!
d49f02e7-a886-4a8c-b92d-75a85188f92e;katy;5;Tasty! Prepped by baking 3 large sweet potatoes (I added 2 more) 425 until nearly done - 20 minutes or so. So easy to peel. Decreased cooking time. Made the recipe much easier. Will make again . . . and again.
d49f02e7-a886-4a8c-b92d-75a85188f92e;raydove9;5;Picky husband loved it! So filling. We ate with rice and cornbread
d49f02e7-a886-4a8c-b92d-75a85188f92e;sleepinbeauty06;5;"I made this for the second time tonight and it didn't disappoint. Flavorful and delicious. My friend who is averse to ""vegan"" meals I blackened a few shrimp and it was a hit for him. This will definitely remain in the rotation.#testingvegan (lol)"
d49f02e7-a886-4a8c-b92d-75a85188f92e;wls26ce95876ef4;5;I made this for a soup party and everyone asked for the recipe
d49f02e7-a886-4a8c-b92d-75a85188f92e;casardinhayahoocom;5;Probably the best tasting vegetarian chili I have made! I used one can of black beans and one can of pinto beans to use up what I had. It seemed a little watery at the end, but solved that using an old trick I learned from another cookbook way back: use a fork or slotted spoon and mash up some of the beans against the side of the pot, and mix in. This adds enough starch back into the water so you don't have to add any other thickener. I love ground chipotle. If you can't get ground chipotle, you can add some chipotle hot sauce which is often found in the Latin/Mexican sections of grocery stores, or use Cholula or Tabasco brand chipotle hot sauce.
d49f02e7-a886-4a8c-b92d-75a85188f92e;lindsayban;5;This was pretty delicious. I did though change things to the way my family likes their chilli. I didnt use chipolte peppers since one I didn't have any and two not a huge fan. I subbed it for smoked and regular paprika. I also used rotel instead of canned tomatoes and a small tomato paste. I added in kidney beans and butter beans for more protein why not. I roasted my sweet potato before with thinly sliced onion that i then added at the end so it would retain its shape. added some cinnamon. but all in all its a great base. like another reviewer said they mashed the beans ever so slightly to get that thicker texture. all in all will have this again.
d49f02e7-a886-4a8c-b92d-75a85188f92e;rangerskadi;5;Very tasty. I added a fresh jalapeño and used a bit more than 1/2 a tin of chipotle peppers and about 500g of minced pork which I browned with the onions / jalapeño. One can of black beans- that’s all I had - was just the right amount for me. Delicious, nutritious and satisfying meal! I’m very happy I decided to try this out.
d49f02e7-a886-4a8c-b92d-75a85188f92e;mandyhollisreyes;5;Added ground turkey. Yummy!
d49f02e7-a886-4a8c-b92d-75a85188f92e;igster101;5;So so good and so easy to make. I am not a fan of meatless or vegetarian. This changed my mind.
d49f02e7-a886-4a8c-b92d-75a85188f92e;experimentingcook;5;This one's a staple at our house - LOVE it! I always make a quadruple batch so there's plenty to freeze for future meals. We can't do spicy so I have to leave out the chipotle but I do add 2 tsp of *smoked* paprika (not the regular kind) to my quad batch to make up for it. My husband prefers meat in his chili so I brown a pkg of ground turkey in a quad batch. At a friend's suggestion, I also add pumpkin (4 c. for a quad batch 1 c. for a single batch). It does wonders for the consistency and it blends perfectly with the sweet potato so you don't even notice it. (I always let it simmer for at least a couple of hours, usually more.) I've made this for a potluck vegetarian and vegan friends would be attending (w/out the meat, of course). Even the meat-eaters loved it. I've shared the recipe with lots of other people and am taking a batch to friends tonight who just brought home a new baby.
